Latitude,Longitude,Birth Date
46.3011,-114.47472,1524046136
34.26055,-103.31673,1545352534
32.1016,-121.74826,1548044227
40.65282,-108.4397,1527998282
52.57115,-106.26006,1546099683
32.816242,-118.36763,1554234732
34.92714,-78.89912,1547187832
45.84559,-80.66934,1523919622
30.720638,-102.94892,1540178719
52.478848,-121.93525,1549890778
31.718418,-110.86964,1547298919
42.298107,-122.58452,1554528166
42.276253,-80.787926,1547683110
48.43275,-103.53028,1535161350
28.943735,-103.835266,1536629642
37.196533,-121.61168,1527458406
41.41552,-120.85303,1549892914
44.296497,-79.93759,1525893945
47.430763,-122.46752,1534996882
51.516216,-118.96354,1527783548
51.19944,-77.169075,1554357018
38.85826,-80.2463,1530584435
34.281685,-81.47038,1514918616
46.23844,-110.28852,1543402071
34.657852,-109.91061,1546999977
29.75519,-80.244644,1542538782
39.74456,-107.6111,1529479617
44.155956,-102.87891,1554450949
47.757214,-78.39819,1525782360
49.572083,-82.840836,1515506300
50.71641,-103.67265,1531126091
38.25516,-82.13094,1545395093
42.8345,-78.427444,1535590444
31.709763,-79.9465,1554168128
46.752655,-118.39968,1540701365
41.10708,-110.13999,1523104789
40.20716,-84.180244,1551541355
43.200665,-89.24486,1551414838
44.569267,-117.1683,1529726252
29.33256,-117.41082,1526028313
39.4116,-83.25785,1527576888
38.20958,-108.86502,1537882719
35.886787,-122.3639,1516974673
36.655212,-100.38155,1542205145
28.681747,-95.34833,1550504015
35.26959,-93.76826,1540610237
30.98852,-106.51174,1537570662
50.139866,-105.882545,1554314229
52.102596,-111.61587,1517507323
51.29195,-100.94085,1541873894
34.14996,-77.66095,1552584119
29.80107,-106.438934,1541344951
31.122192,-122.12504,1532626548
49.322163,-106.218834,1535796185
40.98382,-96.95769,1551032070
39.645763,-83.632164,1545850485
43.409836,-104.668915,1532413909
29.254938,-118.3143,1528749098
40.85552,-109.63874,1515837904
38.250977,-95.39221,1553210708
40.83878,-118.42229,1519061311
39.978584,-95.97491,1535147476
36.597324,-92.42895,1521937268
28.874733,-106.211876,1544427363
47.287663,-84.93861,1542432030
48.487377,-102.38166,1520213599
41.14226,-119.98883,1518072244
38.487103,-113.737015,1537471395
30.729773,-120.51465,1538030366
40.883194,-107.968735,1523924641
41.35648,-78.385765,1529331927
46.856808,-91.89632,1554285396
47.97723,-79.16882,1532899913
45.26463,-77.520325,1529649785
39.883698,-82.77404,1555187607
47.747364,-90.51323,1548850855
29.76402,-85.13014,1553092590
37.2489,-101.66985,1547970197
52.89097,-108.21217,1556453992
29.915186,-107.46277,1515686881
38.896614,-95.998245,1521917146
32.91507,-116.62752,1529789018
44.163555,-93.45092,1528378881
31.136122,-112.37097,1552735339
41.54687,-80.445755,1528118372
46.41307,-100.89931,1541236207
52.701916,-79.617035,1540491545
39.561275,-89.41479,1548840756
28.386692,-89.86337,1540520548
48.452785,-108.27946,1555848362
52.86773,-97.40429,1549950731
40.65373,-76.975945,1550621961
34.593163,-102.85066,1522325730
39.78203,-106.451775,1520708275
31.963058,-83.19904,1522112751
51.20756,-97.1413,1534520918
41.556145,-120.38941,1543441287
49.36317,-107.25561,1530230922
51.419003,-120.7363,1543914063
37.673973,-81.12017,1516584677
44.233646,-83.19975,1542876427
47.81684,-107.149,1527249242
41.92428,-92.729485,1518507040
52.568707,-88.65656,1531008956
51.673832,-101.33361,1536280574
52.834644,-114.958275,1543250364
37.247288,-100.50823,1541119993
46.81085,-93.26304,1518895679
29.900402,-112.7709,1516207379
32.877632,-111.47583,1554680395
49.654667,-108.59894,1531691835
42.1624,-119.130875,1551463374
