Latitude,Longitude,Birth Date
41.197746,-88.15758,1524447636
41.488365,-87.75167,1528162636
40.973595,-87.57315,1517638013
35.31407,-116.94493,1545264278
50.545383,-111.17417,1545864456
29.373638,-97.94432,1548972565
35.124146,-96.52336,1555512493
28.417503,-101.606804,1555891024
41.934376,-94.59036,1543961664
28.954363,-87.62189,1520765198
44.18405,-91.54636,1530828689
47.53513,-81.59846,1516017131
28.636688,-87.83057,1546475125
33.181507,-83.49791,1517571320
31.101774,-78.65323,1542489444
36.98338,-106.76723,1546533998
30.902267,-121.95202,1521220680
49.941982,-79.40093,1538656692
40.64638,-103.17709,1527206929
48.78534,-87.77562,1548417881
44.94255,-97.25205,1532434556
31.158457,-92.54634,1540035191
49.91186,-85.6098,1553065319
29.793192,-77.7914,1528250185
37.205055,-91.88584,1546121119
29.599361,-115.60999,1556513323
50.94131,-104.30598,1531630472
42.58708,-86.60515,1526472742
29.38933,-114.39976,1547472838
32.767445,-117.67939,1515136770
45.86875,-119.75324,1534058238
44.79267,-104.10527,1539489197
31.376484,-89.254875,1530654737
35.506897,-99.30154,1543956949
45.808186,-100.26336,1547545003
46.372463,-115.85952,1546503320
45.72394,-90.22702,1538803249
36.42085,-102.575356,1521478073
37.615288,-122.882515,1532202075
40.755524,-100.60861,1549388650
52.486923,-81.31117,1528861893
35.36288,-84.769554,1519112161
51.280895,-117.573906,1542444760
47.492764,-80.487915,1541948439
50.43013,-80.836365,1539441275
35.95378,-119.26054,1534142511
43.67663,-91.13787,1537431385
37.765194,-86.72093,1547766577
36.145252,-100.67764,1555622809
