Latitude,Longitude,Birth Date
45.966244,-101.76571,1526250094
48.657078,-93.81575,1541677390
45.133392,-114.90897,1548574307
51.3965,-83.35236,1538324527
43.196667,-107.77901,1547002973
44.276394,-100.39584,1551043056
33.652386,-116.74796,1536776782
46.25129,-99.71012,1550898361
44.452644,-89.39215,1528400964
51.914703,-98.56591,1541810422
30.523375,-109.300415,1536153442
38.258083,-122.89711,1524013862
47.11504,-105.8869,1556164413
38.198895,-109.906845,1553399766
37.5782,-94.51269,1541900686
41.915237,-121.43233,1549348978
52.668633,-76.60922,1541462774
32.121876,-91.70902,1550624087
39.840527,-104.43212,1545582782
49.787376,-87.93019,1535920700
41.161472,-102.928925,1518731281
42.434113,-105.42277,1541712163
34.296886,-109.409584,1524001626
35.60605,-95.7615,1541974924
28.521206,-114.91751,1526570529
51.22366,-101.50745,1517777433
42.12401,-88.45508,1514990551
29.937685,-113.26583,1516545334
38.720493,-122.88201,1553988807
49.43025,-92.32633,1538114239
47.91826,-78.194405,1521626750
39.42125,-87.18596,1528679957
32.72302,-96.39507,1554044133
46.697002,-115.54153,1549764178
28.358274,-106.969284,1520085236
32.21998,-83.25327,1525385014
49.32898,-106.10221,1548001152
52.41551,-113.830315,1539107291
30.967281,-91.59564,1544380041
30.68804,-80.13806,1535739090
36.79774,-83.70972,1523991891
33.4601,-119.48835,1518667808
34.866478,-83.176506,1535603582
50.948593,-93.99041,1524785526
34.198223,-117.276825,1532808239
38.52178,-118.65459,1533682804
41.68841,-76.416985,1527118957
52.2689,-110.44974,1535616655
39.87978,-89.1379,1552337765
52.564754,-94.1765,1535313760
42.4203,-114.634995,1520392218
30.245184,-80.73792,1519189565
51.54178,-87.93714,1516064791
31.275976,-101.88763,1550532324
31.45169,-88.43454,1545456923
38.293518,-85.171196,1553295752
33.660538,-99.21998,1515326184
30.24987,-79.3583,1527705230
40.3356,-121.97557,1536777839
35.249287,-80.75309,1556809828
49.141342,-119.40517,1545490549
30.538425,-82.9846,1536567373
28.279884,-98.54204,1550450132
32.218464,-116.82769,1528362184
29.375689,-78.338646,1545214750
32.48127,-107.68956,1517346430
39.999306,-96.12028,1537021518
46.20144,-92.1326,1537075880
48.350395,-107.57468,1544610196
47.630196,-101.130035,1516718962
35.409325,-80.36032,1516894052
41.893894,-93.10368,1531853679
45.974,-120.3107,1527470023
34.25201,-121.81087,1538187515
43.135098,-113.280914,1529705192
34.377956,-76.88704,1522321912
34.592327,-117.51542,1542856223
38.489285,-92.113846,1531818518
29.48917,-91.9884,1547187188
35.16907,-93.808655,1549544170
47.47663,-82.92002,1519926153
39.318768,-109.14068,1522426130
35.172077,-92.4964,1541234347
45.5109,-105.166916,1524683057
35.66389,-95.59833,1531898410
52.99759,-90.58385,1554941023
42.89681,-76.29407,1552742467
34.291237,-104.550095,1555380473
36.90232,-79.23395,1518688309
48.46105,-90.30158,1546586867
51.113293,-93.27012,1543266876
41.71046,-103.84146,1537388135
40.55743,-83.46193,1524632629
36.64103,-96.86394,1547595223
29.643812,-85.810745,1543863660
31.758032,-85.6925,1525650577
41.909027,-113.91457,1517376263
37.51872,-76.86235,1519956047
42.47149,-85.544395,1527024411
44.953423,-110.81756,1532889437
43.758617,-82.52436,1529682376
33.476765,-81.92964,1556714631
39.996246,-87.8482,1546423654
47.149963,-105.6433,1515188566
40.865368,-99.77393,1528220773
40.87816,-103.85792,1519746585
30.26173,-96.2321,1538204514
50.728207,-81.34855,1549120073
49.34263,-87.52812,1550534228
35.732063,-120.55499,1549854907
52.28901,-108.32341,1536273407
36.116295,-116.272125,1539712062
38.129345,-115.38019,1555982367
40.44332,-120.59271,1543910343
47.78078,-99.73708,1538307046
50.51468,-114.65417,1551524691
30.337084,-77.16617,1547244888
38.89198,-117.75163,1516325347
30.850695,-101.99093,1539921408
47.63562,-102.98238,1525902163
29.246193,-98.28906,1549025837
